Item ID,Item Name,Category ID,Category Name,Judge Score,Judge Confidence,Average Score,Average Confidence,Score StdDev,Confidence StdDev,Judge Best Model,Judge Ranking,Judge Reasoning
12548,5,130,Authoritativeness,15,60,22.5,55,24.748737341529164,21.213203435596427,gpt-5-mini,gpt-5-mini;gpt-4o-mini;baseline,"The entry provides only a title and category with no substantive information about audience, philological methods, witnesses, citations, or sponsorship, fitting the low-authoritativeness band. Thus: 1. gpt-5-mini (score 5) + correctly notes near-total absence of necessary information and assigns a very low score 2. gpt-4o-mini (score 40) + overestimates evidence presence by assuming basic sponsor transparency and some citations without support 3. baseline (score 22.5) + simple average that partially reflects uncertainty across models Own final score: 15/100 (the item shows minimal authoritativeness, lacking philological apparatus, witness evaluation, citations, and sponsor transparency). Confidence: 60/100 (moderate confidence influenced by gpt-5-mini's clear identification of missing elements)."
12549,6,131,Renown,40,70,25,55,21.213203435596427,21.213203435596427,gpt-4o-mini,gpt-4o-mini;baseline;gpt-5-mini,STEP 1: 'Correspondance de Pierre Bayle' likely refers to a historical collection tied to a well-known philosopher; such works are typically recognized within scholarly history/philosophy subfields with stable records but limited broad visibility. STEP 2: Thus: STEP 3: 1. gpt-4o-mini (40) - reasonable placement recognizing subfield recognition 2. gpt-5-mini (10) - too low given Bayle's established scholarly presence 3. baseline (25) - aggregate but less justified than gpt-4o-mini STEP 4: Own final score: 40/100 (this reflects that the work is recognized within a subfield with some citations/URLs but not broadly canonical). STEP 5: Confidence: 70/100 (confidence informed by gpt-4o-mini's specific reasoning about subfield recognition).
12547,4,130,Authoritativeness,18,70,17.5,65,17.67766952966369,7.0710678118654755,gpt-5-mini Scorer #1,gpt-4o-mini Scorer #1 (30) - recognizes some audience identification but overestimates evidentiary support;gpt-5-mini Scorer #1 (5) - correctly notes the near absence of philological apparatus and documentation;Baseline (17.5) - aggregate midpoint reflecting model spread but not an actual assessor,"The submission 'Saint Patrick's Confessio' provides minimal information beyond a title, offering no substantive philological apparatus, witness evaluation, citations, sponsorship details, or treatment of textual variance, fitting the low end of the guidance spectrum. The models' assessments capture this deficiency, though one model overstates engagement."
12547,4,131,Renown,85,80,82.5,75,3.5355339059327378,14.142135623730951,gpt-5-mini Scorer #1,gpt-5-mini Scorer #1;gpt-4o-mini Scorer #1;baseline,"Saint Patrick's Confessio is a well-known primary source in early medieval and Irish studies with stable editions, widespread citation in humanities literature, and inclusion in curricula and reference works, fitting the field-defining reference band. Thus: 1. gpt-5-mini Scorer #1 (85) - aligns with its canonical status and extensive citations across editions and scholarship 2. gpt-4o-mini Scorer #1 (80) - also recognizes broad scholarly recognition though rates slightly lower 3. baseline (82.5) - average of models reflecting consensus in the field Own final score: 85/100 (reflecting the work's status as a field-defining reference with sustained citation and canonical standing). Confidence: 80/100 (influenced by gpt-5-mini's detailed reasoning and strong agreement among models)."
12546,3,130,Authoritativeness,30,70,35,60,35.35533905932738,21.213203435596427,gpt-5-mini Scorer #1,gpt-4o-mini Scorer #1;gpt-5-mini Scorer #1;Baseline,"The entry gives only a title without supporting apparatus, audience specification, citation details, witness selection, sponsorship, or variant treatment, so it fits the lower tiers of the rubric. Thus: 1. gpt-4o-mini Scorer #1 (60) - overestimates evidence and methodological completeness absent from the submission 2. gpt-5-mini Scorer #1 (10) - correctly notes lack of information but may underweight minimal implied intent 3. Baseline (35) - averages divergent judgments and sits between the two provided scores Own final score: 30/100 (reflects sparse information implying some editorial intent but no demonstrated philological apparatus).  Confidence: 70/100 (moderate confidence influenced by gpt-5-mini's correct identification of missing detail and gpt-4o-mini's overclaim)."
12545,2,130,Authoritativeness,35,80,22.5,75,24.748737341529164,7.0710678118654755,gpt-4o-mini Scorer #1,gpt-4o-mini Scorer #1;baseline;gpt-5-mini Scorer #1,"The Thomas Gray Archive shows some evidence of audience targeting and basic philological support but lacks depth in witness evaluation, comprehensive citations, and rigorous treatment of textual variance. Thus: 1. gpt-4o-mini Scorer #1 (40) - recognizes appropriate audience and basic evidentiary support but perhaps overestimates depth. 2. gpt-5-mini Scorer #1 (5) - treats input as essentially absent and undervalues minimal available metadata. 3. baseline (22.5) - numeric average reflecting disagreement between the two models. Own final score: 35/100 (reflecting modest authoritativeness with basic transparency but limited critical apparatus). Confidence: 80/100 (confidence influenced most by gpt-4o-mini's balanced assessment and gpt-5-mini's extreme caution)."
12548,5,131,Renown,12,70,12.5,55,3.5355339059327378,21.213203435596427,gpt-5-mini Scorer #1,gpt-5-mini Scorer #1;gpt-4o-mini Scorer #1;Baseline average,"The title indicates a local historical/archival register likely with limited visibility, few citations, and modest authorial renown, fitting the low-recognition tier. Thus: 1. gpt-5-mini Scorer #1 (15) - slightly optimistic but correctly places it in limited visibility. 2. gpt-4o-mini Scorer #1 (10) - conservative placement within limited visibility. 3. Baseline average (12.5) - reasonable aggregate of the two models. Own final score: 12/100 (reflects limited visibility and likely minimal citations or scholarly footprint). Confidence: 70/100 (moderate confidence based on agreement between the provided model assessments)."
12549,6,130,Authoritativeness,7,75,12.5,70,10.606601717798213,0,gpt-5-mini,gpt-5-mini;baseline;gpt-4o-mini,"The submission provides only a terse title and no substantive apparatus, audience specification, philological argumentation, witness appraisal, citations, sponsor disclosure, or treatment of textual variance, aligning it with the lowest guidance band. Thus: 1. gpt-5-mini (score 5) - correctly identifies near-total absence of philological substance 2. gpt-4o-mini (score 20) - overestimates engagement and evidence, assigning too high a score 3. baseline (score 12.5) - average of models but still too generous given lack of content Own final score: 7/100 (reflects minimal evidence of any category criteria and is slightly above the lowest model to allow for the title's hint of subject). Confidence: 75/100 (moderate-high confidence influenced by gpt-5-mini's close-to-evident assessment of minimal content)."
12545,2,131,Renown,38,75,37.5,65,3.5355339059327378,7.0710678118654755,gpt-4o-mini,gpt-4o-mini;gpt-5-mini;baseline,"The Thomas Gray Archive is a stable, institutionally-backed scholarly resource focused on an 18th-century poet, with a resolvable URL and usage within literary studies but limited cross-disciplinary prominence, fitting a modest-to-recognized subfield presence. Thus: 1. gpt-5-mini (35) - places archive in modest presence band, appropriate given niche but stable resource 2. gpt-4o-mini (40) - slightly higher, recognizing clearer institutional backing and citations within the subfield 3. baseline (37.5) - averaged between the models and reflects modest consensus  Own final score: 38/100 (reflecting a modest presence within literary studies with stable URL and some independent citations).  Confidence: 75/100 (moderate-high confidence influenced by gpt-4o-mini's recognition of institutional backing and consensus between models)."
12544,1,131,Renown,10,75,7.5,57.5,3.5355339059327378,17.67766952966369,gpt-4o-mini Scorer #1,gpt-4o-mini Scorer #1 (10);Baseline average (7.5);gpt-5-mini Scorer #1 (5),"The entry is a specialized digital edition of a specific manuscript with no provided URL, citation metrics, or prominent author information, indicating limited visibility within a niche scholarly community. Thus: 1. gpt-4o-mini Scorer #1 (score 10) - places it in limited visibility which fits the likely niche but discoverable nature. 2. gpt-5-mini Scorer #1 (score 5) - views it as essentially obscure; plausible but perhaps slightly too low. 3. Baseline average (score 7.5) - averages the two perspectives and sits between them. Own final score: 10/100 (aligns with gpt-4o-mini's assessment that this is limited-visibility niche work with minimal footprint).  Confidence: 75/100 (confidence influenced by gpt-4o-mini's reasonable justification and partial agreement among models)."
12544,1,130,Authoritativeness,33,65,27.5,57.5,10.606601717798213,17.67766952966369,gpt-5-mini Scorer #1,gpt-5-mini Scorer #1;gpt-4o-mini Scorer #1;Baseline average,"The entry indicates a digital edition of a manuscript, suggesting some audience and philological intent, but the provided details lack evidence of rigorous apparatus, witness evaluation, comprehensive citations, or clear methodology for textual variance, fitting a mid-low authoritativeness band. Thus: 1. gpt-5-mini Scorer #1 (35) - recognizes basic editorial intent but overestimates rigour. 2. gpt-4o-mini Scorer #1 (20) - notes vagueness and lack of evidence but scores a bit low. 3. Baseline average (27.5) - statistical midpoint reflecting model spread. Own final score: 33/100 (reflects identified editorial aim but insufficient demonstrated philological rigor or documentation).  Confidence: 65/100 (moderate confidence influenced primarily by gpt-5-mini's assessment and the baseline average)."
12546,3,131,Renown,25,75,22.5,70,10.606601717798213,0,gpt-4o-mini Scorer #1,gpt-4o-mini Scorer #1;gpt-5-mini Scorer #1;Baseline,"The item is a critical edition of a medieval poet, which indicates scholarly intent but no provided metadata (author, publisher, URL, citations) to support higher renown; this fits low-to-modest recognition within a niche literary field. Thus: 1. gpt-5-mini Scorer #1 (15) - notes lack of metadata and assigns limited visibility appropriately. 2. gpt-4o-mini Scorer #1 (30) - assumes possible indexing and modest presence, which is plausible but optimistic given missing evidence. 3. Baseline (22.5) - average of the two models, reflecting uncertainty. Own final score: 25/100 (reflects likely low recognition due to absent identifiers and citation evidence).  Confidence: 75/100 (moderate confidence influenced by gpt-4o-mini's plausible higher estimate but tempered by gpt-5-mini's concern about missing metadata)."
12552,9,131,Renown,15,70,12.5,65,3.5355339059327378,7.0710678118654755,gpt-5-mini,gpt-5-mini;gpt-4o-mini;baseline,"The item is an historical literary essay by Bérardier de Bataut with limited modern visibility and likely accessible in niche repositories or library catalogs but lacking substantial modern citations or broad scholarly footprint. Thus: 1. gpt-4o-mini (10) - reasonable lower-bound recognizing limited visibility but perhaps too conservative. 2. gpt-5-mini (15) - appropriately places work in limited visibility niche with some historical authorship recognition. 3. baseline (12.5) - average of provided models, sensible midpoint. Own final score: 15/100 (reflects limited visibility and modest historical recognition without strong citation evidence). Confidence: 70/100 (confidence influenced by gpt-5-mini's alignment and moderate agreement among models)."
12552,9,130,Authoritativeness,12,75,12.5,65,10.606601717798213,7.0710678118654755,gpt-5-mini Scorer #1,gpt-4o-mini Scorer #1;gpt-5-mini Scorer #1;Baseline,"The entry is merely a bibliographic record with no substantive discussion of audience, philological argumentation, witness assessment, citations, sponsorship, or textual-variance treatment, so it fits the low end of the scale. Thus: 1. gpt-4o-mini Scorer #1 (20) - assigns a slightly generous score noting some minimal mentions but overestimates evidence. 2. gpt-5-mini Scorer #1 (5) - correctly penalizes the entry for lacking philological and contextual detail. 3. Baseline (12.5) - arithmetic average reflects disagreement but aligns with a low-category placement. Own final score: 12/100 (the item shows scant authority-related content, warranting a low score near the provided baseline). Confidence: 75/100 (moderately high confidence influenced by gpt-4o-mini's partial evidence claim and gpt-5-mini's stricter assessment)."
12555,12,131,Renown,8,80,32.5,72.5,38.890872965260115,3.5355339059327378,gpt-5-mini,gpt-5-mini;baseline;gpt-4o-mini,"The entry '12 Catullus Online' provides minimal bibliographic detail and likely denotes a simple online resource with unclear authorship or scholarly indexing, fitting the obscure/unpublished tier. Thus: 1. gpt-5-mini (score 5) - correctly flags minimal information and obscurity 2. gpt-4o-mini (score 60) - overestimates scholarly standing given lack of evidence 3. baseline (score 32.5) - averages divergent judgments but remains uncertain Own final score: 8/100 (reflects very limited visibility, no clear stable URL, citations, or notable author credentials). Confidence: 80/100 (confidence influenced by gpt-5-mini's conservative assessment and lack of supporting metadata)."
12550,7,131,Renown,70,80,62.5,70,17.67766952966369,0,gpt-5-mini,gpt-5-mini;gpt-4o-mini;baseline,"The Vindolanda Tablets Online is a prominent, stable online corpus of primary archaeological texts with broad recognition in Roman archaeology and use in related disciplines, fitting the 'widely recognized across adjacent fields' band. Thus: 1. gpt-5-mini (75) - places the resource as widely recognized across fields, matching its strong citation and curricular use. 2. gpt-4o-mini (50) - sensible view of solid recognition but underestimates cross-disciplinary prominence. 3. baseline (62.5) - average of the two, reasonable but less specific. Own final score: 70/100 (reflects strong, cross-discipline recognition and stable authoritative online presence).  Confidence: 80/100 (influenced by gpt-5-mini's detailed justification and corroborated by gpt-4o-mini's conservative estimate)."
